date,time,open,high,low,close,vwap,volume,count
2021-09-23 06:11:00,1632377460,0.25129,0.251397,0.251114,0.251114,0.251198,31713.66600081,8
2021-09-23 06:12:00,1632377520,0.251114,0.251114,0.251114,0.251114,0.0,0.0,0
2021-09-23 06:13:00,1632377580,0.251114,0.251114,0.251114,0.251114,0.0,0.0,0
2021-09-23 06:14:00,1632377640,0.2508,0.2508,0.250467,0.250467,0.250603,1340.0320886,4
2021-09-23 06:15:00,1632377700,0.250467,0.250467,0.250467,0.250467,0.0,0.0,0
2021-09-23 06:16:00,1632377760,0.250467,0.250467,0.250467,0.250467,0.0,0.0,0
2021-09-23 06:17:00,1632377820,0.250467,0.250467,0.250467,0.250467,0.0,0.0,0
2021-09-23 06:18:00,1632377880,0.250467,0.250467,0.250467,0.250467,0.0,0.0,0
2021-09-23 06:19:00,1632377940,0.250467,0.250467,0.250467,0.250467,0.0,0.0,0
2021-09-23 06:20:00,1632378000,0.251195,0.251195,0.251195,0.251195,0.251195,316.0,1
2021-09-23 06:21:00,1632378060,0.251195,0.251195,0.251195,0.251195,0.0,0.0,0
2021-09-23 06:22:00,1632378120,0.251195,0.251195,0.251195,0.251195,0.0,0.0,0
2021-09-23 06:23:00,1632378180,0.251627,0.251627,0.251627,0.251627,0.251627,1951.2640928,1
2021-09-23 06:24:00,1632378240,0.251456,0.251456,0.251291,0.251291,0.25143499999999996,344.32045082,3
2021-09-23 06:25:00,1632378300,0.251291,0.251291,0.251291,0.251291,0.0,0.0,0
2021-09-23 06:26:00,1632378360,0.251291,0.251291,0.251291,0.251291,0.0,0.0,0
2021-09-23 06:27:00,1632378420,0.251291,0.251291,0.251291,0.251291,0.0,0.0,0
2021-09-23 06:28:00,1632378480,0.251628,0.251628,0.251628,0.251628,0.251628,114.0,1
2021-09-23 06:29:00,1632378540,0.25179,0.25190100000000004,0.251716,0.25190100000000004,0.251789,20266.0,6
2021-09-23 06:30:00,1632378600,0.251827,0.251827,0.251826,0.251826,0.251826,3998.66108084,2
2021-09-23 06:31:00,1632378660,0.251826,0.251826,0.251826,0.251826,0.0,0.0,0
2021-09-23 06:32:00,1632378720,0.252728,0.252777,0.252728,0.252777,0.252756,20000.0,4
2021-09-23 06:33:00,1632378780,0.252644,0.252816,0.252628,0.252628,0.252707,30200.0,6
2021-09-23 06:34:00,1632378840,0.252628,0.252628,0.252628,0.252628,0.0,0.0,0
2021-09-23 06:35:00,1632378900,0.25294099999999997,0.253132,0.25294099999999997,0.253132,0.25312199999999996,196.45603,2
2021-09-23 06:36:00,1632378960,0.25308600000000003,0.25308600000000003,0.25308600000000003,0.25308600000000003,0.25308600000000003,12.65130447,1
2021-09-23 06:37:00,1632379020,0.253438,0.253438,0.253438,0.253438,0.253438,204.79904168,2
2021-09-23 06:38:00,1632379080,0.253438,0.253438,0.253438,0.253438,0.0,0.0,0
2021-09-23 06:39:00,1632379140,0.253914,0.253914,0.253842,0.253842,0.253843,146.01927063,2
2021-09-23 06:40:00,1632379200,0.253917,0.253917,0.253917,0.253917,0.253917,1150.81181942,1
2021-09-23 06:41:00,1632379260,0.253917,0.253917,0.253917,0.253917,0.0,0.0,0
2021-09-23 06:42:00,1632379320,0.254,0.254,0.254,0.254,0.254,73.69768,2
2021-09-23 06:43:00,1632379380,0.254,0.254315,0.254,0.254315,0.254162,729.75711308,18
2021-09-23 06:44:00,1632379440,0.254315,0.254315,0.254315,0.254315,0.0,0.0,0
2021-09-23 06:45:00,1632379500,0.254315,0.254315,0.254315,0.254315,0.0,0.0,0
2021-09-23 06:46:00,1632379560,0.254652,0.255,0.254652,0.255,0.25495999999999996,704.81469533,12
2021-09-23 06:47:00,1632379620,0.255,0.255,0.255,0.255,0.0,0.0,0
2021-09-23 06:48:00,1632379680,0.255,0.255,0.255,0.255,0.0,0.0,0
2021-09-23 06:49:00,1632379740,0.255208,0.255368,0.25511,0.255368,0.255159,12558.91687302,4
2021-09-23 06:50:00,1632379800,0.255519,0.256036,0.255519,0.25582,0.255623,18970.91078319,21
2021-09-23 06:51:00,1632379860,0.25582,0.25582,0.25582,0.25582,0.0,0.0,0
2021-09-23 06:52:00,1632379920,0.25582,0.25582,0.25582,0.25582,0.0,0.0,0
2021-09-23 06:53:00,1632379980,0.25582,0.25582,0.25582,0.25582,0.0,0.0,0
2021-09-23 06:54:00,1632380040,0.25582,0.25582,0.25582,0.25582,0.0,0.0,0
2021-09-23 06:55:00,1632380100,0.255266,0.255266,0.255266,0.255266,0.255266,240.53889273,1
2021-09-23 06:56:00,1632380160,0.255266,0.255266,0.255266,0.255266,0.0,0.0,0
2021-09-23 06:57:00,1632380220,0.255784,0.255799,0.255784,0.255799,0.25579,1920.14519417,2
2021-09-23 06:58:00,1632380280,0.255799,0.255799,0.255799,0.255799,0.0,0.0,0
2021-09-23 06:59:00,1632380340,0.255799,0.255799,0.255799,0.255799,0.0,0.0,0
2021-09-23 07:00:00,1632380400,0.255696,0.255696,0.25564899999999996,0.25564899999999996,0.255651,1760.08200243,2
2021-09-23 07:01:00,1632380460,0.25564899999999996,0.25564899999999996,0.25564899999999996,0.25564899999999996,0.0,0.0,0
2021-09-23 07:02:00,1632380520,0.25564899999999996,0.25564899999999996,0.25564899999999996,0.25564899999999996,0.0,0.0,0
2021-09-23 07:03:00,1632380580,0.255297,0.255297,0.255297,0.255297,0.255297,165.2,1
2021-09-23 07:04:00,1632380640,0.25506599999999996,0.25506599999999996,0.25506100000000004,0.25506100000000004,0.255064,938.28856835,3
2021-09-23 07:05:00,1632380700,0.255841,0.255841,0.255841,0.255841,0.255841,110.54976,1
2021-09-23 07:06:00,1632380760,0.255841,0.255841,0.255841,0.255841,0.0,0.0,0
2021-09-23 07:07:00,1632380820,0.255718,0.255718,0.25567,0.25567,0.255716,4100.0,2
2021-09-23 07:08:00,1632380880,0.255459,0.256598,0.255459,0.25642800000000004,0.256332,8662.06764843,7
2021-09-23 07:09:00,1632380940,0.25659899999999997,0.257887,0.25659899999999997,0.257886,0.257133,23010.55005844,17
2021-09-23 07:10:00,1632381000,0.257604,0.257704,0.257604,0.257704,0.25769699999999995,1452.37541923,4
2021-09-23 07:11:00,1632381060,0.257704,0.257704,0.257704,0.257704,0.0,0.0,0
2021-09-23 07:12:00,1632381120,0.2565,0.2565,0.2565,0.2565,0.2565,3000.0,2
2021-09-23 07:13:00,1632381180,0.2565,0.2565,0.2565,0.2565,0.0,0.0,0
2021-09-23 07:14:00,1632381240,0.256218,0.256218,0.256218,0.256218,0.256218,8.96,1
2021-09-23 07:15:00,1632381300,0.256422,0.257278,0.256422,0.257278,0.256443,4224.85197634,5
2021-09-23 07:16:00,1632381360,0.257278,0.257278,0.257278,0.257278,0.0,0.0,0
2021-09-23 07:17:00,1632381420,0.256688,0.256688,0.256688,0.256688,0.256688,383.94484,1
2021-09-23 07:18:00,1632381480,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,39.6303,1
2021-09-23 07:19:00,1632381540,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.0,0.0,0
2021-09-23 07:20:00,1632381600,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.0,0.0,0
2021-09-23 07:21:00,1632381660,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.0,0.0,0
2021-09-23 07:22:00,1632381720,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.0,0.0,0
2021-09-23 07:23:00,1632381780,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.0,0.0,0
2021-09-23 07:24:00,1632381840,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.25721900000000003,0.0,0.0,0
2021-09-23 07:25:00,1632381900,0.257498,0.257498,0.257498,0.257498,0.257498,91.08785,1
2021-09-23 07:26:00,1632381960,0.257544,0.257544,0.257544,0.257544,0.257544,5700.0,2
2021-09-23 07:27:00,1632382020,0.257544,0.257544,0.257544,0.257544,0.0,0.0,0
2021-09-23 07:28:00,1632382080,0.257315,0.257315,0.257315,0.257315,0.257315,125.34768423,1
2021-09-23 07:29:00,1632382140,0.257259,0.257259,0.257259,0.257259,0.257259,765.97032,1
2021-09-23 07:30:00,1632382200,0.257248,0.257291,0.257248,0.257291,0.257248,4438.29092,2
2021-09-23 07:31:00,1632382260,0.257291,0.257291,0.257291,0.257291,0.0,0.0,0
2021-09-23 07:32:00,1632382320,0.257291,0.257291,0.257291,0.257291,0.0,0.0,0
2021-09-23 07:33:00,1632382380,0.257628,0.257705,0.257628,0.257705,0.257654,8348.26301132,4
2021-09-23 07:34:00,1632382440,0.257705,0.257705,0.257705,0.257705,0.0,0.0,0
2021-09-23 07:35:00,1632382500,0.257186,0.257186,0.257185,0.257185,0.257185,5700.0,2
2021-09-23 07:36:00,1632382560,0.257185,0.257185,0.257185,0.257185,0.0,0.0,0
2021-09-23 07:37:00,1632382620,0.257185,0.257185,0.257185,0.257185,0.0,0.0,0
2021-09-23 07:38:00,1632382680,0.257691,0.257691,0.257691,0.257691,0.257691,48.88693487,1
2021-09-23 07:39:00,1632382740,0.257691,0.257691,0.257691,0.257691,0.0,0.0,0
2021-09-23 07:40:00,1632382800,0.257691,0.257691,0.257691,0.257691,0.0,0.0,0
2021-09-23 07:41:00,1632382860,0.25716100000000003,0.25716100000000003,0.25716100000000003,0.25716100000000003,0.25716100000000003,686.09049,1
2021-09-23 07:42:00,1632382920,0.25716100000000003,0.257399,0.25716100000000003,0.257399,0.25737899999999997,1608.35982444,2
2021-09-23 07:43:00,1632382980,0.25755,0.25755,0.25755,0.25755,0.25755,100.0,1
2021-09-23 07:44:00,1632383040,0.257315,0.257315,0.257315,0.257315,0.257315,3011.725491,1
2021-09-23 07:45:00,1632383100,0.257315,0.257315,0.257315,0.257315,0.0,0.0,0
2021-09-23 07:46:00,1632383160,0.25749,0.25749,0.25749,0.25749,0.25749,334.0,1
2021-09-23 07:47:00,1632383220,0.257322,0.257322,0.257297,0.257297,0.257299,16353.32541923,5
2021-09-23 07:48:00,1632383280,0.25716500000000003,0.25716500000000003,0.25716500000000003,0.25716500000000003,0.25716500000000003,807.45005565,1
2021-09-23 07:49:00,1632383340,0.25716500000000003,0.25716500000000003,0.25716500000000003,0.25716500000000003,0.0,0.0,0
2021-09-23 07:50:00,1632383400,0.256612,0.256612,0.256612,0.256612,0.256612,383.93437,1
2021-09-23 07:51:00,1632383460,0.256612,0.256612,0.256612,0.256612,0.0,0.0,0
2021-09-23 07:52:00,1632383520,0.256612,0.256612,0.256612,0.256612,0.0,0.0,0
2021-09-23 07:53:00,1632383580,0.256612,0.256612,0.256612,0.256612,0.0,0.0,0
2021-09-23 07:54:00,1632383640,0.256612,0.256612,0.256612,0.256612,0.0,0.0,0
2021-09-23 07:55:00,1632383700,0.256612,0.256612,0.256612,0.256612,0.0,0.0,0
2021-09-23 07:56:00,1632383760,0.25695300000000004,0.25708200000000003,0.25695300000000004,0.25708200000000003,0.257079,225.50743531,2
2021-09-23 07:57:00,1632383820,0.25708200000000003,0.25708200000000003,0.25708200000000003,0.25708200000000003,0.0,0.0,0
2021-09-23 07:58:00,1632383880,0.257036,0.257036,0.257036,0.257036,0.257036,1916.50522,1
2021-09-23 07:59:00,1632383940,0.25700100000000003,0.25700100000000003,0.25700100000000003,0.25700100000000003,0.25700100000000003,300.0,1
2021-09-23 08:00:00,1632384000,0.257126,0.257126,0.257126,0.257126,0.257126,136.16395078,1
2021-09-23 08:01:00,1632384060,0.25745300000000004,0.25745300000000004,0.25745300000000004,0.25745300000000004,0.25745300000000004,2147.7996350000008,1
2021-09-23 08:02:00,1632384120,0.25745300000000004,0.25745300000000004,0.25745300000000004,0.25745300000000004,0.0,0.0,0
2021-09-23 08:03:00,1632384180,0.257623,0.257623,0.257623,0.257623,0.257623,367.2931,1
2021-09-23 08:04:00,1632384240,0.257687,0.258,0.257687,0.258,0.257735,16039.23824336,14
2021-09-23 08:05:00,1632384300,0.257816,0.257816,0.257274,0.257274,0.257333,351.70187839,2
2021-09-23 08:06:00,1632384360,0.2573,0.2573,0.257004,0.257004,0.257293,18675.5538282,2
2021-09-23 08:07:00,1632384420,0.25686,0.25686,0.25686,0.25686,0.25686,400.0,1
2021-09-23 08:08:00,1632384480,0.256793,0.256793,0.256579,0.25658400000000003,0.256629,50400.0,6
2021-09-23 08:09:00,1632384540,0.25651399999999996,0.25651399999999996,0.25651399999999996,0.25651399999999996,0.25651399999999996,1949.21134909,1
2021-09-23 08:10:00,1632384600,0.256573,0.256573,0.256573,0.256573,0.256573,298.54662,1
2021-09-23 08:11:00,1632384660,0.256573,0.256573,0.256573,0.256573,0.0,0.0,0
2021-09-23 08:12:00,1632384720,0.256537,0.256537,0.256537,0.256537,0.256537,265.49,1
2021-09-23 08:13:00,1632384780,0.256444,0.256444,0.256444,0.256444,0.256444,768.70003157,1
2021-09-23 08:14:00,1632384840,0.256497,0.256497,0.256446,0.256446,0.256494,7617.182890000001,2
2021-09-23 08:15:00,1632384900,0.256446,0.256446,0.256446,0.256446,0.0,0.0,0
2021-09-23 08:16:00,1632384960,0.256312,0.256312,0.255891,0.255891,0.25604099999999996,1331.12058781,3
2021-09-23 08:17:00,1632385020,0.255891,0.255891,0.255891,0.255891,0.0,0.0,0
2021-09-23 08:18:00,1632385080,0.255891,0.255891,0.255891,0.255891,0.0,0.0,0
2021-09-23 08:19:00,1632385140,0.25595500000000004,0.25604,0.255936,0.25604,0.255972,52421.00644519999,7
2021-09-23 08:20:00,1632385200,0.25598899999999997,0.25598899999999997,0.25598899999999997,0.25598899999999997,0.25598899999999997,184.25538,1
2021-09-23 08:21:00,1632385260,0.25614699999999996,0.25614699999999996,0.256052,0.256052,0.25611300000000004,23899.0,7
2021-09-23 08:22:00,1632385320,0.256052,0.256052,0.256052,0.256052,0.0,0.0,0
2021-09-23 08:23:00,1632385380,0.255936,0.255936,0.255936,0.255936,0.255936,62.66953327,1
2021-09-23 08:24:00,1632385440,0.255936,0.255936,0.255936,0.255936,0.255936,335.28814372,2
2021-09-23 08:25:00,1632385500,0.25593699999999997,0.25593699999999997,0.25593699999999997,0.25593699999999997,0.25593699999999997,1942.66709286,2
2021-09-23 08:26:00,1632385560,0.25593699999999997,0.25593699999999997,0.25593699999999997,0.25593699999999997,0.25593699999999997,114.53395893,1
2021-09-23 08:27:00,1632385620,0.255936,0.255936,0.255641,0.255641,0.255824,355.45759769,3
2021-09-23 08:28:00,1632385680,0.25556,0.25556,0.25543499999999997,0.25543499999999997,0.255475,994.61807463,2
2021-09-23 08:29:00,1632385740,0.25543499999999997,0.255805,0.25543499999999997,0.255805,0.25546199999999997,1135.5972577,6
2021-09-23 08:30:00,1632385800,0.255805,0.255805,0.255805,0.255805,0.0,0.0,0
2021-09-23 08:31:00,1632385860,0.255805,0.255805,0.255805,0.255805,0.0,0.0,0
2021-09-23 08:32:00,1632385920,0.255382,0.255382,0.255382,0.255382,0.255382,201.62485916,1
2021-09-23 08:33:00,1632385980,0.255382,0.255382,0.255382,0.255382,0.0,0.0,0
2021-09-23 08:34:00,1632386040,0.255382,0.255382,0.255382,0.255382,0.0,0.0,0
2021-09-23 08:35:00,1632386100,0.255382,0.255382,0.255382,0.255382,0.0,0.0,0
2021-09-23 08:36:00,1632386160,0.255079,0.255089,0.255079,0.255089,0.255087,1699.50354263,3
2021-09-23 08:37:00,1632386220,0.255089,0.255089,0.255089,0.255089,0.0,0.0,0
2021-09-23 08:38:00,1632386280,0.25509,0.25509,0.25509,0.25509,0.25509,772.45025,1
2021-09-23 08:39:00,1632386340,0.255089,0.255089,0.255,0.255,0.25500500000000004,1515.33040452,7
2021-09-23 08:40:00,1632386400,0.254712,0.254713,0.254652,0.254652,0.254697,313.50329729,4
2021-09-23 08:41:00,1632386460,0.254103,0.254103,0.254023,0.254023,0.254062,99.32986,2
2021-09-23 08:42:00,1632386520,0.254023,0.254023,0.254023,0.254023,0.0,0.0,0
2021-09-23 08:43:00,1632386580,0.254171,0.254171,0.254171,0.254171,0.254171,42.1065,1
2021-09-23 08:44:00,1632386640,0.254171,0.254171,0.254171,0.254171,0.0,0.0,0
2021-09-23 08:45:00,1632386700,0.254318,0.254318,0.254318,0.254318,0.254318,45.34005449,1
2021-09-23 08:46:00,1632386760,0.254318,0.254318,0.254318,0.254318,0.0,0.0,0
2021-09-23 08:47:00,1632386820,0.25417,0.25417,0.25417,0.25417,0.25417,1061.0,1
2021-09-23 08:48:00,1632386880,0.25417,0.25417,0.25417,0.25417,0.0,0.0,0
2021-09-23 08:49:00,1632386940,0.25417,0.25417,0.25417,0.25417,0.0,0.0,0
2021-09-23 08:50:00,1632387000,0.25417,0.25417,0.25417,0.25417,0.0,0.0,0
2021-09-23 08:51:00,1632387060,0.25400100000000003,0.25400100000000003,0.25400100000000003,0.25400100000000003,0.25400100000000003,2332.7224300000007,1
2021-09-23 08:52:00,1632387120,0.25395,0.25395,0.253836,0.253836,0.253871,500.22002056,3
2021-09-23 08:53:00,1632387180,0.253836,0.253836,0.253836,0.253836,0.0,0.0,0
2021-09-23 08:54:00,1632387240,0.253836,0.253836,0.253836,0.253836,0.0,0.0,0
2021-09-23 08:55:00,1632387300,0.253836,0.253836,0.253836,0.253836,0.0,0.0,0
2021-09-23 08:56:00,1632387360,0.253836,0.253836,0.253836,0.253836,0.0,0.0,0
2021-09-23 08:57:00,1632387420,0.253836,0.253848,0.253836,0.253848,0.253836,167.28819943,2
2021-09-23 08:58:00,1632387480,0.253848,0.253848,0.253848,0.253848,0.0,0.0,0
2021-09-23 08:59:00,1632387540,0.253848,0.253848,0.253848,0.253848,0.0,0.0,0
2021-09-23 09:00:00,1632387600,0.25377,0.25377,0.25377,0.25377,0.25377,78.81028001,1
2021-09-23 09:01:00,1632387660,0.253815,0.253815,0.253801,0.253801,0.253807,2365.48761,2
2021-09-23 09:02:00,1632387720,0.254198,0.254198,0.254198,0.254198,0.254198,191.44570838,1
2021-09-23 09:03:00,1632387780,0.25411100000000003,0.25411100000000003,0.25411100000000003,0.25411100000000003,0.25411100000000003,10.0,1
2021-09-23 09:04:00,1632387840,0.253917,0.253917,0.253728,0.253728,0.253852,860.9017102,2
2021-09-23 09:05:00,1632387900,0.253728,0.253728,0.253728,0.253728,0.0,0.0,0
2021-09-23 09:06:00,1632387960,0.253728,0.253728,0.253728,0.253728,0.0,0.0,0
2021-09-23 09:07:00,1632388020,0.253788,0.253788,0.253788,0.253788,0.253788,72.15935,1
2021-09-23 09:08:00,1632388080,0.253706,0.254031,0.25367199999999995,0.254031,0.25387600000000005,7334.77317784,3
2021-09-23 09:09:00,1632388140,0.253686,0.253686,0.253686,0.253686,0.253686,31.84303,1
2021-09-23 09:10:00,1632388200,0.254502,0.254502,0.254231,0.254231,0.25445,23103.87500002,9
2021-09-23 09:11:00,1632388260,0.254231,0.254231,0.254231,0.254231,0.0,0.0,0
2021-09-23 09:12:00,1632388320,0.254231,0.254231,0.254231,0.254231,0.0,0.0,0
2021-09-23 09:13:00,1632388380,0.254402,0.254565,0.254402,0.254565,0.25446799999999997,253.940903,2
2021-09-23 09:14:00,1632388440,0.254565,0.254565,0.254565,0.254565,0.0,0.0,0
2021-09-23 09:15:00,1632388500,0.25406999999999996,0.25406999999999996,0.253941,0.253941,0.253979,429.41539889,2
2021-09-23 09:16:00,1632388560,0.253871,0.253871,0.253871,0.253871,0.253871,3993.60000002,2
2021-09-23 09:17:00,1632388620,0.253871,0.253871,0.253871,0.253871,0.0,0.0,0
2021-09-23 09:18:00,1632388680,0.254441,0.254441,0.254441,0.254441,0.254441,387.03685,1
2021-09-23 09:19:00,1632388740,0.254441,0.254441,0.254441,0.254441,0.0,0.0,0
2021-09-23 09:20:00,1632388800,0.254286,0.254286,0.254286,0.254286,0.254286,135.05987447,1
2021-09-23 09:21:00,1632388860,0.25412399999999996,0.25412399999999996,0.25412399999999996,0.25412399999999996,0.25412399999999996,1617.46,1
